p (r/min),w (rad/s)
-2.02583,-0.0385718
1.64083,0.0312414
1.045,0.0198968
-2.21833,-0.042237
1.36583,0.0260054
-0.669167,-0.0127409
2.57583,0.0490438
-1.79667,-0.0342085
2.1175,0.0403171
-0.256667,-0.00488692
-1.47583,-0.0280998
2.5575,0.0486947
-2.41083,-0.0459022
2.30083,0.0438078
-1.93417,-0.0368264
0.430833,0.00820305
1.50333,0.0286234
-1.75083,-0.0333358
-1.75083,-0.0333358
-0.788333,-0.0150098
-0.33,-0.00628319
0.0916667,0.00174533
-2.31917,-0.0441568
-0.1375,-0.00261799
-0.760833,-0.0144862
-0.760833,-0.0144862
0.944167,0.0179769
-2.75,-0.0523599
2.49333,0.047473
0.916667,0.0174533
3.06167,0.058294
0.5775,0.0109956
-3.06167,-0.058294
2.30083,0.0438078
1.25583,0.023911
-3.41,-0.0649262
-3.41,-0.0649262
-2.97,-0.0565487
-2.18167,-0.0415388
1.85167,0.0352557
-1.66833,-0.031765
-1.66833,-0.031765
-3.09833,-0.0589921
-3.245,-0.0617847
3.6025,0.0685914
3.6025,0.0685914
3.9875,0.0759218
-0.320833,-0.00610865
-3.09833,-0.0589921
1.3475,0.0256563
-2.49333,-0.047473
3.465,0.0659734
-1.55833,-0.0296706
-3.23583,-0.0616101
3.74917,0.071384
-3.2175,-0.0612611
-0.531667,-0.0101229
2.65833,0.0506145
-2.96083,-0.0563741
2.1725,0.0413643
1.06333,0.0202458
-1.2925,-0.0246091
3.92333,0.0747001
-2.65833,-0.0506145
1.77833,0.0338594
2.20917,0.0420624
-3.58417,-0.0682424
3.4925,0.066497
-1.43917,-0.0274017
0.458333,0.00872665
1.9525,0.0371755
-2.805,-0.0534071
-0.449167,-0.00855211
1.64083,0.0312414
-1.75083,-0.0333358
4.06083,0.0773181
-1.14583,-0.0218166
-3.4375,-0.0654498
3.42833,0.0652753
-3.12583,-0.0595157
-3.12583,-0.0595157
3.12583,0.0595157
0.55,0.010472
-1.20083,-0.0228638
-1.20083,-0.0228638
-3.44667,-0.0656244
1.39333,0.026529
0.614167,0.0116937
-1.65917,-0.0315905
4.10667,0.0781908
-2.31917,-0.0441568
-2.31917,-0.0441568
4.91333,0.0935496
-2.87833,-0.0548033
-0.339167,-0.00645772
1.63167,0.0310669
-2.1725,-0.0413643
3.3,0.0628319
0.504167,0.00959931
-1.87917,-0.0357792
2.6125,0.0497419
-0.394167,-0.00750492
-0.779167,-0.0148353
-0.779167,-0.0148353
-2.70417,-0.0514872
2.97,0.0565487
-1.1275,-0.0214675
-0.925833,-0.0176278
1.08167,0.0205949
1.83333,0.0349066
-1.19167,-0.0226893
1.6775,0.0319395
1.54917,0.0294961
0.0641667,0.00122173
1.155,0.0219911
0.641667,0.0122173
-1.63167,-0.0310669
-1.63167,-0.0310669
-2.64917,-0.05044
2.805,0.0534071
3.0525,0.0581195
-2.0075,-0.0382227
2.7775,0.0528835
-2.04417,-0.0389208
-1.6775,-0.0319395
2.01667,0.0383972
1.3475,0.0256563
1.3475,0.0256563
2.6675,0.0507891
-3.025,-0.0575959
-2.68583,-0.0511381
2.09917,0.039968
-1.25583,-0.023911
1.47583,0.0280998
2.2,0.0418879
-2.21833,-0.042237
0.889167,0.0169297
-0.9625,-0.018326
-0.870833,-0.0165806
-0.925833,-0.0176278
-0.925833,-0.0176278
-2.09917,-0.039968
1.5675,0.0298451
-0.146667,-0.00279253
-0.403333,-0.00767945
-0.284167,-0.00541052
0.705833,0.013439
-0.394167,-0.00750492
1.64083,0.0312414
-1.57667,-0.0300197
-1.44833,-0.0275762
1.83333,0.0349066
-1.90667,-0.0363028
-1.47583,-0.0280998
1.47583,0.0280998
-0.751667,-0.0143117
-0.751667,-0.0143117
0.531667,0.0101229
-1.6775,-0.0319395
1.09083,0.0207694
1.1825,0.0225147
-1.71417,-0.0326377
1.65,0.0314159
-1.05417,-0.0200713
-1.93417,-0.0368264
-0.678333,-0.0129154
2.30083,0.0438078
-1.60417,-0.0305433
1.41167,0.0268781
1.00833,0.0191986
0,0
0.339167,0.00645772
0.339167,0.00645772
-0.513333,-0.00977384
0.55,0.010472
-0.128333,-0.00244346
-0.733333,-0.0139626
2.31917,0.0441568
-0.265833,-0.00506145
0.980833,0.018675
0.265833,0.00506145
-0.311667,-0.00593412
-1.33833,-0.0254818
1.155,0.0219911
-0.0458333,-0.000872665
-0.44,-0.00837758
0.925833,0.0176278
0.586667,0.0111701
-0.183333,-0.00349066
0.055,0.0010472
-1.58583,-0.0301942
-0.0275,-0.000523599
-0.165,-0.00314159
-0.99,-0.0188496
-0.210833,-0.00401426
1.045,0.0198968
-0.531667,-0.0101229
-0.311667,-0.00593412
1.38417,0.0263545
-0.733333,-0.0139626
-0.815833,-0.0155334
0.705833,0.013439
-1.76,-0.0335103
0.155833,0.00296706
0.155833,0.00296706
0.0275,0.000523599
0.284167,0.00541052
0.806667,0.0153589
-0.825,-0.015708
-0.825,-0.015708
-0.256667,-0.00488692
-0.669167,-0.0127409
0.7425,0.0141372
1.41167,0.0268781
-0.0733333,-0.00139626
0.174167,0.00331613
0.540833,0.0102974
-0.055,-0.0010472
-0.1375,-0.00261799
0.861667,0.0164061
-0.724167,-0.0137881
0.174167,0.00331613
0.174167,0.00331613
-0.476667,-0.00907571
0.394167,0.00750492
0.705833,0.013439
-0.760833,-0.0144862
0.4675,0.00890118
-1.66833,-0.031765
-0.00916667,-0.000174533
1.17333,0.0223402
1.17333,0.0223402
-0.155833,-0.00296706
0.375833,0.00715585
-1.375,-0.0261799
0,0
1.155,0.0219911
-0.33,-0.00628319
-0.421667,-0.00802851
0.678333,0.0129154
-1.1825,-0.0225147
1.03583,0.0197222
-0.155833,-0.00296706
-1.19167,-0.0226893
0.055,0.0010472
-0.696667,-0.0132645
-0.861667,-0.0164061
0.476667,0.00907571
-0.293333,-0.00558505
-0.284167,-0.00541052
0.4125,0.00785398
-1.19167,-0.0226893
0.119167,0.00226893
0.449167,0.00855211
1.045,0.0198968
-0.055,-0.0010472
0.971667,0.0185005
-1.42083,-0.0270526
0.055,0.0010472
0.586667,0.0111701
-0.201667,-0.00383972
0.4675,0.00890118
-0.504167,-0.00959931
-1.4575,-0.0277507
0.311667,0.00593412
0.119167,0.00226893
-0.980833,-0.018675
1.5675,0.0298451
0.238333,0.00453786
0.834167,0.0158825
1.08167,0.0205949
-0.6875,-0.01309
-0.806667,-0.0153589
0.4125,0.00785398
0.4125,0.00785398
0.100833,0.00191986
0.898333,0.0171042
-1.63167,-0.0310669
-1.30167,-0.0247837
-0.366667,-0.00698132
0.595833,0.0113446
-0.733333,-0.0139626
0.394167,0.00750492
0.6325,0.0120428
0.843333,0.016057
-0.394167,-0.00750492
1.22833,0.0233874
-0.9625,-0.018326
-0.4125,-0.00785398
-0.275,-0.00523599
0.146667,0.00279253
-0.504167,-0.00959931
2.7225,0.0518363
6.5725,0.12514
6.765,0.128805
8.43333,0.16057
7.9475,0.15132
7.77333,0.148004
6.08667,0.11589
8.4425,0.160745
9.66167,0.183958
7.6175,0.145037
8.14917,0.15516
5.6375,0.107338
7.98417,0.152018
8.78167,0.167203
6.86583,0.130725
8.14,0.154985
5.67417,0.108036
6.20583,0.118159
10.6792,0.203331
9.01083,0.171566
11.2383,0.213977
12.1275,0.230907
12.1275,0.230907
10.4317,0.198618
9.12083,0.17366
8.26833,0.157429
11.275,0.214675
9.13917,0.174009
11.5683,0.220261
13.3283,0.253771
13.3283,0.253771
11.4217,0.217468
7.5075,0.142942
10.8808,0.207171
12.7692,0.243124
11.2567,0.214326
13.3742,0.254644
10.8167,0.205949
10.175,0.193732
12.2283,0.232827
11.33,0.215723
12.9525,0.246615
13.0992,0.249408
9.02917,0.171915
12.1275,0.230907
10.7892,0.205425
13.3467,0.25412
13.3467,0.25412
7.7825,0.148178
14.08,0.268083
13.6125,0.259181
12.6683,0.241205
10.7342,0.204378
10.8717,0.206996
12.8425,0.244521
12.8425,0.244521
12.8333,0.244346
11.3117,0.215374
12.1367,0.231082
13.9792,0.266163
15.455,0.294263
8.17667,0.155683
13.7775,0.262323
11.5317,0.219562
13.3192,0.253596
11.8892,0.226369
12.0358,0.229162
13.0167,0.247837
15.4825,0.294786
9.71667,0.185005
13.915,0.264941
11.825,0.225147
13.3283,0.253771
13.2458,0.2522
12.045,0.229336
15.3725,0.292692
14.08,0.268083
12.0908,0.230209
13.9242,0.265116
11.7883,0.224449
12.9708,0.246964
14.2083,0.270526
12.54,0.238761
13.64,0.259705
12.4208,0.236492
14.3275,0.272795
16.7567,0.319046
10.3675,0.197397
12.705,0.241903
14.85,0.282743
11.8892,0.226369
13.035,0.248186
14.2633,0.271573
15.4917,0.294961
14.6758,0.279427
9.05667,0.172439
15.5192,0.295484
15.9867,0.304385
11.275,0.214675
14.5658,0.277333
14.4375,0.274889
12.8792,0.245219
13.9792,0.266163
14.2267,0.270875
15.3817,0.292866
10.7158,0.204029
14.8408,0.282569
16.4267,0.312763
12.0083,0.228638
16.225,0.308923
15.7758,0.300371
15.7758,0.300371
15.9225,0.303164
14.6208,0.27838
13.1725,0.250804
16.4267,0.312763
13.97,0.265988
13.365,0.254469
13.0625,0.248709
16.3992,0.312239
10.6242,0.202284
12.1,0.230383
12.1,0.230383
13.6217,0.259356
13.8233,0.263196
16.8025,0.319919
11.2567,0.214326
14.9417,0.284489
17.6275,0.335627
11.11,0.211534
14.6667,0.279253
14.7125,0.280125
13.145,0.25028
15.3542,0.292343
14.3275,0.272795
13.5025,0.257087
16.005,0.304734
15.4642,0.294437
14.52,0.27646
13.2458,0.2522
15.1708,0.288852
12.7233,0.242252
13.9058,0.264766
15.95,0.303687
9.58833,0.182561
0.513333,0.00977384
-0.00916667,-0.000174533
-1.17333,-0.0223402
-1.7875,-0.0340339
-1.7875,-0.0340339
-2.365,-0.0450295
-1.02667,-0.0195477
-0.0366667,-0.000698132
-2.0625,-0.0392699
-2.10833,-0.0401426
-2.695,-0.0513127
-3.59333,-0.0684169
-4.6475,-0.0884882
-6.26083,-0.119206
-6.16,-0.117286
-4.93167,-0.0938987
-3.37333,-0.0642281
-3.37333,-0.0642281
-4.66583,-0.0888373
-5.34417,-0.101753
-5.86667,-0.111701
-6.71917,-0.127933
-7.5075,-0.142942
-5.8025,-0.110479
-2.37417,-0.045204
-3.15333,-0.0600393
0.678333,0.0129154
-0.504167,-0.00959931
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.0458333,0.000872665
0.4125,0.00785398
-1.41167,-0.0268781
0.788333,0.0150098
1.46667,0.0279253
-1.97083,-0.0375246
1.595,0.0303687
-0.715,-0.0136136
-1.63167,-0.0310669
1.98917,0.0378736
-0.183333,-0.00349066
-0.513333,-0.00977384
-1.76,-0.0335103
-0.971667,-0.0185005
2.16333,0.0411898
-0.953333,-0.0181514
1.21,0.0230383
-0.889167,-0.0169297
-1.65,-0.0314159
1.65917,0.0315905
-1.19167,-0.0226893
2.86,0.0544543
-1.98,-0.0376991
2.98833,0.0568977
-1.71417,-0.0326377
1.42083,0.0270526
-1.55833,-0.0296706
0.1375,0.00261799
0.1375,0.00261799
-0.724167,-0.0137881
2.5025,0.0476475
-2.32833,-0.0443314
1.3475,0.0256563
-2.12667,-0.0404916
2.2,0.0418879
-1.7875,-0.0340339
-1.7875,-0.0340339
-2.585,-0.0492183
3.01583,0.0574213
-2.54833,-0.0485202
2.5025,0.0476475
-3.63,-0.069115
3.73083,0.0710349
3.73083,0.0710349
3.1075,0.0591667
-2.45667,-0.0467748
0.0275,0.000523599
-2.68583,-0.0511381
2.32833,0.0443314
-2.59417,-0.0493928
3.26333,0.0621337
-2.24583,-0.0427606
2.2275,0.0424115
-3.0525,-0.0581195
2.42,0.0460767
-2.96083,-0.0563741
2.63083,0.0500909
-2.81417,-0.0535816
-0.980833,-0.018675
-2.08083,-0.039619
-1.91583,-0.0364774
1.76917,0.0336849
-1.55833,-0.0296706
-1.55833,-0.0296706
-2.98833,-0.0568977
3.07083,0.0584685
3.07083,0.0584685
3.36417,0.0640536
-2.95167,-0.0561996
3.26333,0.0621337
-2.38333,-0.0453786
-0.916667,-0.0174533
-0.916667,-0.0174533
-2.51167,-0.047822
-0.33,-0.00628319
-2.75917,-0.0525344
3.41,0.0649262
-2.9975,-0.0570723
-2.9975,-0.0570723
-2.31,-0.0439823
3.15333,0.0600393
-3.45583,-0.0657989
-0.0458333,-0.000872665
0.229167,0.00436332
1.41167,0.0268781
3.56583,0.0678933
-3.355,-0.0638791
4.22583,0.0804597
-3.39167,-0.0645772
3.96917,0.0755728
3.09833,0.0589921
-1.93417,-0.0368264
3.56583,0.0678933
-0.99,-0.0188496
2.97,0.0565487
-2.97,-0.0565487
0.715,0.0136136
0.77,0.0146608
-0.595833,-0.0113446
-0.843333,-0.016057
-2.76833,-0.0527089
3.26333,0.0621337
3.26333,0.0621337
-0.999167,-0.0190241
-0.971667,-0.0185005
-2.695,-0.0513127
3.245,0.0617847
3.245,0.0617847
1.52167,0.0289725
0.55,0.010472
-3.31833,-0.0631809
-3.31833,-0.0631809
-3.7675,-0.071733
3.84083,0.0731293
-1.44833,-0.0275762
1.6775,0.0319395
3.355,0.0638791
-3.52,-0.0670206
3.52,0.0670206
-2.97,-0.0565487
0.733333,0.0139626
2.02583,0.0385718
2.02583,0.0385718
3.8775,0.0738274
-2.86917,-0.0546288
-2.86,-0.0544543
1.00833,0.0191986
-3.15333,-0.0600393
2.9425,0.0560251
-3.6025,-0.0685914
0.00916667,0.000174533
-1.77833,-0.0338594
-3.62083,-0.0689405
3.74,0.0712094
-2.695,-0.0513127
0.265833,0.00506145
0.0825,0.0015708
-3.62083,-0.0689405
2.76833,0.0527089
-0.449167,-0.00855211
0.953333,0.0181514
2.75,0.0523599
-3.69417,-0.0703368
2.78667,0.053058
0.6875,0.01309
-0.715,-0.0136136
3.17167,0.0603884
-2.46583,-0.0469494
2.71333,0.0516617
2.56667,0.0488692
-3.6575,-0.0696386
3.4925,0.066497
-0.614167,-0.0116937
-2.53917,-0.0483456
4.14333,0.0788889
-4.49167,-0.0855211
-0.22,-0.00418879
4.79417,0.0912807
-5.18833,-0.0987856
-5.18833,-0.0987856
2.75917,0.0525344
-4.83083,-0.0919789
1.35667,0.0258309
-3.48333,-0.0663225
-2.07167,-0.0394444
2.31917,0.0441568
2.31917,0.0441568
3.74917,0.071384
-0.595833,-0.0113446
1.76,0.0335103
3.88667,0.074002
-3.685,-0.0701622
3.53833,0.0673697
2.30083,0.0438078
-3.97833,-0.0757473
0.165,0.00314159
-0.320833,-0.00610865
-4.80333,-0.0914553
3.355,0.0638791
-2.68583,-0.0511381
1.32917,0.0253073
5.05083,0.0961676
-4.62917,-0.0881391
3.28167,0.0624828
3.89583,0.0741765
-4.82167,-0.0918043
4.62,0.0879646
-3.9875,-0.0759218
-2.97917,-0.0567232
3.96917,0.0755728
-0.3025,-0.00575959
-0.320833,-0.00610865
4.6475,0.0884882
-4.38167,-0.0834267
2.07167,0.0394444
2.52083,0.0479966
-3.52917,-0.0671952
3.45583,0.0657989
0.0458333,0.000872665
-0.174167,-0.00331613
4.84,0.0921534
-2.09917,-0.039968
-2.75917,-0.0525344
2.805,0.0534071
-2.51167,-0.047822
-2.62167,-0.0499164
-2.62167,-0.0499164
-3.795,-0.0722566
-3.795,-0.0722566
2.37417,0.045204
-1.76,-0.0335103
2.74083,0.0521853
1.375,0.0261799
0.201667,0.00383972
3.74,0.0712094
-0.210833,-0.00401426
2.7775,0.0528835
-1.19167,-0.0226893
-0.623333,-0.0118682
-0.33,-0.00628319
3.905,0.074351
-4.49167,-0.0855211
2.475,0.0471239
2.2,0.0418879
-1.16417,-0.0221657
1.42083,0.0270526
3.33667,0.06353
-2.92417,-0.055676
-2.42,-0.0460767
2.85083,0.0542797
2.85083,0.0542797
-0.485833,-0.00925025
1.24667,0.0237365
1.24667,0.0237365
3.52,0.0670206
-0.5775,-0.0109956
-2.46583,-0.0469494
3.19917,0.060912
-2.3925,-0.0455531
-0.834167,-0.0158825
-11.935,-0.227242
-9.69833,-0.184656
-8.36,-0.159174
-9.02917,-0.171915
-9.39583,-0.178896
-2.255,-0.0429351
-2.255,-0.0429351
1.485,0.0282743
-6.11417,-0.116413
-4.50083,-0.0856957
-1.595,-0.0303687
-1.595,-0.0303687
-3.22667,-0.0614356
-4.84917,-0.0923279
-1.7325,-0.0329867
-3.34583,-0.0637045
-3.59333,-0.0684169
-4.54667,-0.0865683
1.28333,0.0244346
-6.47167,-0.12322
-1.41167,-0.0268781
-0.9625,-0.018326
-5.35333,-0.101927
0.559167,0.0106465
-8.1125,-0.154462
-2.01667,-0.0383972
-3.31833,-0.0631809
-4.83083,-0.0919789
-2.75917,-0.0525344
1.08167,0.0205949
-4.7575,-0.0905826
0.733333,0.0139626
-5.84833,-0.111352
-4.5375,-0.0863938
-0.385,-0.00733038
-4.60167,-0.0876155
-4.7575,-0.0905826
0.4675,0.00890118
0.4675,0.00890118
0.4125,0.00785398
-2.67667,-0.0509636
-4.99583,-0.0951204
-0.201667,-0.00383972
-2.60333,-0.0495674
-4.51,-0.0858702
0.119167,0.00226893
-5.02333,-0.095644
-2.13583,-0.0406662
-0.128333,-0.00244346
-4.3725,-0.0832522
-0.284167,-0.00541052
-2.9975,-0.0570723
-2.67667,-0.0509636
-1.53083,-0.029147
-1.06333,-0.0202458
-3.685,-0.0701622
1.19167,0.0226893
-4.66583,-0.0888373
-1.53083,-0.029147
-2.31,-0.0439823
-4.08833,-0.0778417
-1.2375,-0.0235619
-1.25583,-0.023911
-2.75917,-0.0525344
-0.146667,-0.00279253
7.73667,0.147306
8.17667,0.155683
6.105,0.116239
3.2725,0.0623083
4.33583,0.0825541
6.25167,0.119031
6.545,0.124617
3.91417,0.0745256
4.345,0.0827286
2.57583,0.0490438
1.06333,0.0202458
2.3375,0.0445059
6.28833,0.11973
3.905,0.074351
3.7125,0.0706858
4.9775,0.0947714
7.59917,0.144688
5.40833,0.102974
4.52833,0.0862193
5.29833,0.10088
6.27,0.119381
4.345,0.0827286
4.96833,0.0945968
9.93667,0.189194
7.68167,0.146259
7.10417,0.135263
11.0825,0.21101
10.4225,0.198444
5.20667,0.0991347
7.41583,0.141197
10.175,0.193732
8.305,0.158127
7.5075,0.142942
12.705,0.241903
9.735,0.185354
10.6058,0.201935
10.1842,0.193906
11.0917,0.211185
11.8617,0.225846
9.83583,0.187274
9.0475,0.172264
10.4775,0.199491
7.9475,0.15132
12.3017,0.234223
12.3017,0.234223
9.01083,0.171566
10.3125,0.19635
10.8075,0.205774
13.3467,0.25412
9.77167,0.186052
9.5975,0.182736
13.5392,0.257785
14.5842,0.277682
13.1267,0.249931
13.1267,0.249931
11.11,0.211534
13.3558,0.254294
11.4583,0.218166
11.4583,0.218166
11.1008,0.211359
14.8592,0.282918
11.4033,0.217119
12.1733,0.23178
13.7683,0.262148
11.7883,0.224449
11.7608,0.223926
12.8517,0.244695
11.44,0.217817
12.4667,0.237365
12.2008,0.232303
12.2008,0.232303
14.1625,0.269653
13.3558,0.254294
9.83583,0.187274
14.0525,0.267559
12.9433,0.24644
10.3308,0.196699
13.6033,0.259007
15.4458,0.294088
10.5783,0.201411
13.2825,0.252898
15.6658,0.298277
12.7783,0.243299
13.5483,0.25796
15.5375,0.295833
10.615,0.202109
13.0258,0.248011
15.1525,0.288503
14.0342,0.26721
11.4217,0.217468
14.8683,0.283092
12.0725,0.22986
10.9358,0.208218
14.6392,0.278729
15.1067,0.28763
12.0267,0.228987
12.98,0.247139
14.135,0.26913
11.6508,0.221831
12.1183,0.230733
15.9683,0.304036
12.6133,0.240157
10.8167,0.205949
16.0233,0.305084
13.97,0.265988
10.2392,0.194953
15.0792,0.287107
14.2633,0.271573
11.3025,0.215199
15.1525,0.288503
13.2642,0.252549
11.2292,0.213803
15.7025,0.298975
14.3,0.272271
11.2108,0.213454
16.0692,0.305956
12.6683,0.241205
11.4492,0.217992
16.6283,0.316603
12.9067,0.245742
11.2383,0.213977
16.6833,0.31765
11.3942,0.216944
12.3383,0.234921
16.1975,0.3084
12.045,0.229336
15.3358,0.291994
16.39,0.312065
12.43,0.236667
13.7042,0.260927
14.7492,0.280823
14.08,0.268083
14.5383,0.276809
14.4467,0.275064
12.7692,0.243124
15.675,0.298451
14.6208,0.27838
13.3833,0.254818
15.7025,0.298975
14.9325,0.284314
14.6667,0.279253
14.5658,0.277333
14.8133,0.282045
15.3358,0.291994
12.87,0.245044
14.2083,0.270526
15.1158,0.287805
14.8225,0.28222
7.7825,0.148178
12.8975,0.245568
14.4375,0.274889
15.1158,0.287805
15.3358,0.291994
12.6133,0.240157
11.9075,0.226718
6.16,0.117286
2.19083,0.0417134
-0.55,-0.010472
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.0366667,0.000698132
0.265833,0.00506145
-0.394167,-0.00750492
0.0641667,0.00122173
0.0458333,0.000872665
0.256667,0.00488692
0.238333,0.00453786
-0.0916667,-0.00174533
0,0
-1.6225,-0.0308923
1.155,0.0219911
0.495,0.00942478
-1.02667,-0.0195477
0.705833,0.013439
-0.2475,-0.00471239
0.229167,0.00436332
0.540833,0.0102974
-0.9075,-0.0172788
0.4125,0.00785398
-0.238333,-0.00453786
-0.935,-0.0178024
-0.174167,-0.00331613
0.128333,0.00244346
0.00916667,0.000174533
-0.055,-0.0010472
0.0825,0.0015708
-0.568333,-0.010821
-1.32917,-0.0253073
-0.403333,-0.00767945
-1.71417,-0.0326377
-0.165,-0.00314159
-0.0458333,-0.000872665
0.265833,0.00506145
-0.3025,-0.00575959
0.476667,0.00907571
0.476667,0.00907571
-0.229167,-0.00436332
1.28333,0.0244346
0.275,0.00523599
0.605,0.0115192
-0.339167,-0.00645772
1.0725,0.0204204
-0.100833,-0.00191986
-0.100833,-0.00191986
-0.641667,-0.0122173
0.165,0.00314159
-0.788333,-0.0150098
0.999167,0.0190241
0.311667,0.00593412
-0.0641667,-0.00122173
-0.146667,-0.00279253
0.238333,0.00453786
-0.66,-0.0125664
0.504167,0.00959931
-0.293333,-0.00558505
0.256667,0.00488692
-1.71417,-0.0326377
-0.210833,-0.00401426
-0.715,-0.0136136
1.815,0.0345575
-1.76,-0.0335103
0.421667,0.00802851
-0.0275,-0.000523599
1.5675,0.0298451
-0.22,-0.00418879
0.953333,0.0181514
-1.22833,-0.0233874
1.5675,0.0298451
-0.66,-0.0125664
-0.339167,-0.00645772
-1.05417,-0.0200713
-1.43917,-0.0274017
1.32917,0.0253073
-1.86083,-0.0354302
1.82417,0.0347321
-1.2925,-0.0246091
-1.2925,-0.0246091
-0.476667,-0.00907571
0.925833,0.0176278
1.5675,0.0298451
-2.18167,-0.0415388
0.449167,0.00855211
-2.31,-0.0439823
0.916667,0.0174533
-2.2,-0.0418879
0.449167,0.00855211
-0.229167,-0.00436332
-1.52167,-0.0289725
0.678333,0.0129154
-0.531667,-0.0101229
1.66833,0.031765
-2.2275,-0.0424115
2.41083,0.0459022
-1.2925,-0.0246091
1.925,0.0366519
-0.843333,-0.016057
0.815833,0.0155334
1.75083,0.0333358
-1.61333,-0.0307178
2.27333,0.0432842
-1.44833,-0.0275762
-1.705,-0.0324631
-0.375833,-0.00715585
-2.60333,-0.0495674
2.04417,0.0389208
-2.5025,-0.0476475
1.24667,0.0237365
0.77,0.0146608
-2.20917,-0.0420624
2.0625,0.0392699
-1.7875,-0.0340339
2.31917,0.0441568
-1.54,-0.0293215
3.14417,0.0598648
3.14417,0.0598648
-1.02667,-0.0195477
0.449167,0.00855211
-0.641667,-0.0122173
-0.165,-0.00314159
0.733333,0.0139626
-1.55833,-0.0296706
0.696667,0.0132645
-0.201667,-0.00383972
-0.843333,-0.016057
0.531667,0.0101229
-1.595,-0.0303687
-0.705833,-0.013439
1.90667,0.0363028
-1.74167,-0.0331613
0.705833,0.013439
1.7325,0.0329867
-1.63167,-0.0310669
1.16417,0.0221657
-1.54,-0.0293215
-0.595833,-0.0113446
1.38417,0.0263545
-1.55833,-0.0296706
1.14583,0.0218166
0.0641667,0.00122173
0,0
0,0
0,0
0,0
0.0916667,0.00174533
0.5775,0.0109956
0.11,0.0020944
0.293333,0.00558505
0.183333,0.00349066
-1.49417,-0.0284489
-0.0275,-0.000523599
1.4025,0.0267035
-1.20083,-0.0228638
0.0458333,0.000872665
0.421667,0.00802851
-0.6875,-0.01309
1.68667,0.0321141
-1.03583,-0.0197222
0.0366667,0.000698132
0.0183333,0.000349066
-0.7425,-0.0141372
1.60417,0.0305433
-0.0916667,-0.00174533
0.531667,0.0101229
-0.531667,-0.0101229
-0.430833,-0.00820305
1.32,0.0251327
1.32,0.0251327
-0.614167,-0.0116937
2.42917,0.0462512
-1.76917,-0.0336849
-0.165,-0.00314159
1.4575,0.0277507
-1.54917,-0.0294961
0.0275,0.000523599
0.100833,0.00191986
-0.779167,-0.0148353
1.58583,0.0301942
-2.56667,-0.0488692
0.2475,0.00471239
1.83333,0.0349066
-2.42,-0.0460767
1.44833,0.0275762
-1.79667,-0.0342085
